ORIGIN,LOCATIONID,CITY,AIRPORT
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3105,3105,New York,LGA
3105,3105,New York,LGA
3105,3105,New York,LGA
3105,3105,New York,LGA
3105,3105,New York,LGA
3105,3105,New York,LGA
3105,3105,New York,LGA
3105,3105,New York,LGA
3105,3105,New York,LGA
3112,3112,Newcastle,Unknown
3112,3112,Newcastle,Unknown
3137,3137,Nice,NCE
3137,3137,Nice,NCE
3137,3137,Nice,NCE
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
649,649,Burbank,Unknown
649,649,Burbank,Unknown
649,649,Burbank,Unknown
649,649,Burbank,Unknown
649,649,Burbank,Unknown
649,649,Burbank,Unknown
654,654,Burlington,Unknown
654,654,Burlington,Unknown
654,654,Burlington,Unknown
654,654,Burlington,Unknown
662,662,Butte,Unknown
678,678,Cabo,Unknown
678,678,Cabo,Unknown
689,689,Cairo,CAI
694,694,Calgary,Unknown
694,694,Calgary,Unknown
694,694,Calgary,Unknown
694,694,Calgary,Unknown
694,694,Calgary,Unknown
694,694,Calgary,Unknown
694,694,Calgary,Unknown
694,694,Calgary,Unknown
694,694,Calgary,Unknown
694,694,Calgary,Unknown
694,694,Calgary,Unknown
695,695,Calgary,YYC
695,695,Calgary,YYC
695,695,Calgary,YYC
695,695,Calgary,YYC
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
721,721,Cancun,CUN
722,722,Cancún,Unknown
722,722,Cancún,Unknown
732,732,Cape Town,CPT
732,732,Cape Town,CPT
732,732,Cape Town,CPT
781,781,Cebu,Unknown
781,781,Cebu,Unknown
783,783,Cedar Rapids,Unknown
783,783,Cedar Rapids,Unknown
826,826,Charleston,Unknown
826,826,Charleston,Unknown
826,826,Charleston,Unknown
826,826,Charleston,Unknown
826,826,Charleston,Unknown
826,826,Charleston,Unknown
826,826,Charleston,Unknown
826,826,Charleston,Unknown
830,830,"Charleston, Sc",Unknown
834,834,Charlotte,CLT
834,834,Charlotte,CLT
834,834,Charlotte,CLT
834,834,Charlotte,CLT
834,834,Charlotte,CLT
834,834,Charlotte,CLT
834,834,Charlotte,CLT
834,834,Charlotte,CLT
834,834,Charlotte,CLT
834,834,Charlotte,CLT
834,834,Charlotte,CLT
834,834,Charlotte,CLT
834,834,Charlotte,CLT
834,834,Charlotte,CLT
834,834,Charlotte,CLT
834,834,Charlotte,CLT
834,834,Charlotte,CLT
834,834,Charlotte,CLT
834,834,Charlotte,CLT
834,834,Charlotte,CLT
834,834,Charlotte,CLT
834,834,Charlotte,CLT
834,834,Charlotte,CLT
834,834,Charlotte,CLT
835,835,Charlston,Unknown
838,838,Chattanooga,Unknown
838,838,Chattanooga,Unknown
838,838,Chattanooga,Unknown
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
864,864,Chicago,ORD
883,883,Chs,Unknown
883,883,Chs,Unknown
892,892,Cincinnati,Unknown
892,892,Cincinnati,Unknown
892,892,Cincinnati,Unknown
892,892,Cincinnati,Unknown
892,892,Cincinnati,Unknown
892,892,Cincinnati,Unknown
892,892,Cincinnati,Unknown
892,892,Cincinnati,Unknown
892,892,Cincinnati,Unknown
892,892,Cincinnati,Unknown
892,892,Cincinnati,Unknown
892,892,Cincinnati,Unknown
892,892,Cincinnati,Unknown
892,892,Cincinnati,Unknown
892,892,Cincinnati,Unknown
892,892,Cincinnati,Unknown
895,895,Cincinnati Oh,Unknown
921,921,Cle,Unknown
921,921,Cle,Unknown
921,921,Cle,Unknown
921,921,Cle,Unknown
921,921,Cle,Unknown
921,921,Cle,Unknown
921,921,Cle,Unknown
927,927,Cleveland,Unknown
927,927,Cleveland,Unknown
927,927,Cleveland,Unknown
927,927,Cleveland,Unknown
927,927,Cleveland,Unknown
927,927,Cleveland,Unknown
927,927,Cleveland,Unknown
927,927,Cleveland,Unknown
927,927,Cleveland,Unknown
927,927,Cleveland,Unknown
927,927,Cleveland,Unknown
927,927,Cleveland,Unknown
927,927,Cleveland,Unknown
927,927,Cleveland,Unknown
927,927,Cleveland,Unknown
927,927,Cleveland,Unknown
927,927,Cleveland,Unknown
927,927,Cleveland,Unknown
927,927,Cleveland,Unknown
927,927,Cleveland,Unknown
927,927,Cleveland,Unknown
927,927,Cleveland,Unknown
927,927,Cleveland,Unknown
942,942,Cmh,Unknown
971,971,Colorado,Unknown
972,972,Colorado Springs,Unknown
972,972,Colorado Springs,Unknown
972,972,Colorado Springs,Unknown
972,972,Colorado Springs,Unknown
972,972,Colorado Springs,Unknown
972,972,Colorado Springs,Unknown
972,972,Colorado Springs,Unknown
975,975,Columbia,Unknown
975,975,Columbia,Unknown
975,975,Columbia,Unknown
975,975,Columbia,Unknown
975,975,Columbia,Unknown
979,979,Columbus,Unknown
979,979,Columbus,Unknown
979,979,Columbus,Unknown
979,979,Columbus,Unknown
979,979,Columbus,Unknown
979,979,Columbus,Unknown
979,979,Columbus,Unknown
979,979,Columbus,Unknown
979,979,Columbus,Unknown
979,979,Columbus,Unknown
979,979,Columbus,Unknown
979,979,Columbus,Unknown
979,979,Columbus,Unknown
979,979,Columbus,Unknown
979,979,Columbus,Unknown
979,979,Columbus,Unknown
979,979,Columbus,Unknown
979,979,Columbus,Unknown
979,979,Columbus,Unknown
979,979,Columbus,Unknown
984,984,"Columbus, Ohio",Unknown
1013,1013,Cos,Unknown
1013,1013,Cos,Unknown
1013,1013,Cos,Unknown
1014,1014,Costa Rica,Unknown
1014,1014,Costa Rica,Unknown
1039,1039,Ctg,Unknown
1044,1044,Cucuta,Unknown
1063,1063,Cvg,Unknown
1063,1063,Cvg,Unknown
1063,1063,Cvg,Unknown
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1092,1092,Dallas,DFW
1126,1126,Dayton,Unknown
1135,1135,Dca,Unknown
1138,1138,Decatur,Unknown
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1147,1147,Delhi,DEL
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
1150,1150,Denver,DEN
